Fórmula,Disponibilidad,Orden,Nombre,Descripción,Imagen,Precio,Etapa,Categoría,Tamaño,Ancho,Largo,Alto,Diametro,Motores,Operación y Requerimientos,Imagen_1,Imagen_2,Imagen_3,Imagen_4,Imagen_5,Sucursal,Participantes,Rango_edad,Operador,Motores_sopladores,mostrar en sitio,Inventario,BambinosID,ID de Sucursal,ID de Categoría,Número de Juego,Fecha Lanzamiento,Duracion,Popular
Bonce MaxLeon,in stock,16,Bonce Max,Ideal para temporada de Calor y de Frío. Réntalo como juego interactivo en Invierno o como juego Acuático en Verano. Diversión para todo el año,https://i.imgur.com/1ff44LM.png,"$2,840","Niños, Adolescentes, Adultos",Acuático,Grande,12.5,3.3,3.3,0,impulsado por 2 motores,con opción a instalar a pie de alberca.,https://i.imgur.com/3vEb3Tt.png,https://i.imgur.com/7h5en3k.png,https://i.imgur.com/BdJCPW2.png,https://i.imgur.com/DvdntXH.png,https://i.imgur.com/w6cSZ46.png,Leon,Apto para 20 participantes,mayores de 5 años.,No,2,Si,1,1031111016,103,111,1016,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
ShamúLeon,in stock,17,Shamú,Para los amantes de la vida marina aquí está la pequeña Shamú. Ideal para fiestas acuáticas con o sin alberca.,https://i.imgur.com/wHigKwl.png,"$2,940","Niños, Adolescentes",Acuático,Mediano,11,3.5,4,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/preOtBi.png,https://i.imgur.com/zOZdrpL.png,https://i.imgur.com/cOx0uJf.png,https://i.imgur.com/HaSVkFO.png,https://i.imgur.com/XOVkbTm.png,Leon,Apto para 20 participantes,mayores de 5 años.,No,1,Si,1,1031111013,103,111,1013,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Aqua SplashLeon,in stock,18,Aqua Splash,"Para que los más pequeños se diviertan sin salir del brincolín, todas las comodidades. Tobogán, colchón de salto, túneles y chapoteadero, juntos sin necesidad de salir del juego.",https://i.imgur.com/3pD4Nj9.png,"$2,280",Niños,Acuático,Mediano,5.5,5.5,3.3,0,impulsado por 1 motor,-,https://i.imgur.com/ZLBxVqS.png,https://i.imgur.com/Hnwu9bk.png,https://i.imgur.com/JwxtxEa.png,https://i.imgur.com/OmYm0VB.png,https://i.imgur.com/uIB80vM.png,Leon,Apto para 15 participantes,Menores de 8 años.,No,1,Si,1,1031111014,103,111,1014,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Aqua KidsLeon,in stock,19,Aqua Kids,Una mini isla temática ideal para los más pequeños de la casa. Con todas las áreas de juego que puden necesitar.,https://i.imgur.com/7iFGCXA.png,"$2,040",Niños,Acuático,Mediano,5.2,4,3.7,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/skdgVBr.png,https://i.imgur.com/MUwPiGx.png,https://i.imgur.com/3TMRSvP.png,https://i.imgur.com/FXZbs6V.png,https://i.imgur.com/vLx4oBE.png,Leon,Apto para 15 participantes,Menores de 8 años.,No,1,Si,1,1031111017,103,111,1017,29/10/2020,Precio de renta por evento de 5 a 6 horas.,TRUE
OrquitaLeon,in stock,20,Orquita,Para los amantes de la vida marina aquí está la pequeña Shamú. Un juego chico ideal para que los pequeños se diviertan por su cuenta.,https://i.imgur.com/icLJxIz.png,"$1,780","Niños, Adolescentes",Acuático,Mediano,6.5,2.2,2.7,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/facyudK.png,https://i.imgur.com/ZxrlqVJ.png,https://i.imgur.com/z0O0cVS.png,https://i.imgur.com/RJR27FT.png,https://i.imgur.com/nB7y5tJ.png,Leon,Apto para 08 participantes,menores de 8 años.,No,1,Si,1,1031111018,103,111,1018,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Super TrackLeon,in stock,21,Super Track,-,https://i.imgur.com/V5D9jCg.png,"$4,620","Niños, Adolescentes, Adultos",Interactivo,Extra grande,19,5.8,4.4,0,impulsado por 3 motores,requiere instalación a pie de camioneta,https://i.imgur.com/U4WVqRV.png,https://i.imgur.com/l6Mq0C0.png,https://i.imgur.com/Wim4vs8.png,https://i.imgur.com/FdtlOFu.png,https://i.imgur.com/kOxhV3C.png,Leon,Apto para 40 participantes,mayores de 8 años.,No,3,Si,1,1034441034,103,444,1034,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Carrera de ObstáculosLeon,in stock,22,Carrera de Obstáculos,"23 metros de pura diversión. Conocido también como La Ciudad Brincolín, porque encontrarás de todo para divertirte. Ideal para una fiesta con actividades de destreza",https://i.imgur.com/IEKN754.png,"$4,920","Niños, Adolescentes, Adultos",Interactivo,Extra grande,24,4,4.5,0,impulsado por 3 motores,-,https://i.imgur.com/V6Gb8n8.png,https://i.imgur.com/lsWvxN4.png,https://i.imgur.com/vBFTd2S.png,https://i.imgur.com/lsWvxN4.png,https://i.imgur.com/ZpiwJEX.png,Leon,Apto para 45 participantes,mayores de 5 años.,No,3,Si,1,1034441022,103,444,1022,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Tettris SlideLeon,in stock,23,Tettris Slide,Disponible a partir de Marzo | ,https://i.imgur.com/XjMnRE1.png,"$3,980","Niños, Adolescentes, Adultos",Interactivo,Extra grande,12,8,5.5,0,impulsado por 2 motores,-,https://i.imgur.com/6WjQGVX.png,https://i.imgur.com/p6g55aP.png,https://i.imgur.com/bQbYHO8.png,https://i.imgur.com/VvN6diJ.png,https://i.imgur.com/cbdoB8U.png,Leon,Apto para 45 participantes,mayores de 5 años.,No,2,Si,1,1034441037,103,444,1037,20/1/2026,Precio de renta por evento de 5 a 6 horas.,TRUE
Deivis JumpLeon,out of stock,24,Deivis Jump,Disponible a partir de Marzo | ,https://i.imgur.com/ZRsZ3J1.png,"$2,780",Niños,Interactivo,Mediano,9,3.7,3.3,0,Impulsado por 2 motores,-,https://i.imgur.com/FSHeCps.png,https://i.imgur.com/zyRWAic.png,https://i.imgur.com/OmE7If3.png,https://i.imgur.com/yOUgIWX.png,https://i.imgur.com/zyRWAic.png,Leon,Apto para 20 participantes,mayores de 3 años.,No,1,No,1,1034441038,103,444,1038,20/1/2026,Precio de renta por evento de 5 a 6 horas.,FALSE
Tiara SlideLeon,in stock,25,Tiara Slide,-,https://i.imgur.com/X1IWGi8.png,"$3,460","Niños, Adolescentes, Adultos",Interactivo,Grande,14,3.6,4.5,0,impulsado por 2 motores,-,https://i.imgur.com/sjesFmg.png,https://i.imgur.com/qPIyCcD.png,https://i.imgur.com/vZZfYVl.png,https://i.imgur.com/8Qd6I8c.png,https://i.imgur.com/tZ9Xrjo.png,Leon,Apto para 25 participantes,mayores de 5 años.,No,2,Si,1,1034441019,103,444,1019,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Yanga SlideLeon,in stock,26,Yanga Slide,"Un juego súper colorido y muy completo. Zonas Interactivas, Escaladoras, Toboganes, Obstáculos... Todo en un mismo lugar.",https://i.imgur.com/8lgKR5R.png,"$3,490",Niños,Interactivo,Grande,8,6,5,0,impulsado por 2 motores sopladores,-,https://i.imgur.com/LuMWoXE.png,https://i.imgur.com/Rfdssg2.png,https://i.imgur.com/SiAHxxY.png,https://i.imgur.com/rOD3zlU.png,https://i.imgur.com/7bw6Uej.png,Leon,Apto para 24 participantes,mayores de 4 años.,No,2,Si,1,1034441021,103,444,1021,27/9/2022,Precio de renta por evento de hasta 5 horas.,TRUE
Magic CastleLeon,in stock,27,Magic Castle,-,https://i.imgur.com/9VTEElI.png,"$2,780","Infantes, Niños",Interactivo,Mediano,7.5,5,2.5,0,impulsado por 2 motores,-,https://i.imgur.com/pORzxfK.png,https://i.imgur.com/V4diGm1.png,https://i.imgur.com/obd1DlX.png,https://i.imgur.com/ODh4CTe.png,https://i.imgur.com/Xl4f9MZ.png,Leon,Apto para 15 participantes,mayores de 10 años.,No,2,Si,1,1034441028,103,444,1028,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Budy SlideLeon,in stock,28,Budy Slide,"Dividido en dos partes y con doble escaladora es uno de nuestros juegos más rentados, preferido por chicos y grandes. Con materiales extraresistentes pueden subir toda la familia.",https://i.imgur.com/KVpdk1x.png,"$3,280","Niños, Adolescentes, Adultos",Interactivo,Grande,14,3.6,4.5,0,impulsado por 2 motores,-,https://i.imgur.com/AQuIMso.png,https://i.imgur.com/AQuIMso.png,https://i.imgur.com/7h7EtD2.png,https://i.imgur.com/utmLI5Q.png,https://i.imgur.com/PK8FJhI.png,Leon,Apto para 25 participantes,mayores de 5 años.,No,2,Si,1,1034441020,103,444,1020,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Circus JumpLeon,in stock,29,Circus Jump,-,https://i.imgur.com/DklEYb8.png,"$2,520",Niños,Interactivo,Grande,6,6,0,0,impulsado por 1 motor soplador,-,https://i.imgur.com/FOrS5G2.png,https://i.imgur.com/PmmbNTr.png,https://i.imgur.com/xXSAVx5.png,https://i.imgur.com/sXJx2OE.png,https://i.imgur.com/yThfKU0.png,Leon,Apto para 18 participantes,Mayores de 5 años.,No,1,Si,1,1034441025,103,444,1025,29/11/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Smoosher JumpLeon,in stock,30,Smoosher Jump,"Si buscas una opción interactiva para que tus invitados se diviertan conoce nuestro nuevo juego, lleno de áreas de salto, obstáculos, toboganes y horas de diversión.",https://i.imgur.com/kjoBtzw.png,"$2,520",Niños,Interactivo,Grande,6,6,3,0,impulsado por 1 motor soplador,-,https://i.imgur.com/LvV4VU2.png,https://i.imgur.com/XOHf5hP.png,https://i.imgur.com/iPHgUU4.png,https://i.imgur.com/7sYH0yh.png,https://i.imgur.com/MpeyLtB.png,Leon,Apto para 18 participantes,Mayores de 5 años.,No,1,Si,1,1034441023,103,444,1023,22/11/2022,Precio de renta por evento de 5 a 6 horas.,FALSE
Boogie jumpLeon,in stock,31,Boogie jump,Con este juego no tendrás que preocuparte. Con una sola salida y entrada tendrás a tus pequeños vigilados en todo momento mientras ellos se divierten escalando y esquivando los obstáculos dentro del juego.,https://i.imgur.com/ywvP0xi.png,"$2,780","Niños, Adolescentes, Adultos",Interactivo,Mediano,10,3.7,3.7,0,impulsado por 1 motor,-,https://i.imgur.com/EhWkmk7.png,https://i.imgur.com/gIuoDYD.png,https://i.imgur.com/OvIahtO.png,https://i.imgur.com/JZQKSsj.png,https://i.imgur.com/55ibxKZ.png,Leon,Apto para 15 participantes,mayores de 7 años.,No,1,Si,1,1034441024,103,444,1024,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Happy BobLeon,in stock,32,Happy Bob,-,https://i.imgur.com/YpTZa2J.png,"$1,520",Niños,Interactivo,Chico,5,5,3.3,0,impulsado por 1 motor soplador,.,https://i.imgur.com/B3LB6hE.png,https://i.imgur.com/wFXqEYn.png,https://i.imgur.com/VlXr5rc.png,https://i.imgur.com/B3LB6hE.png,https://i.imgur.com/FoLusks.png,Leon,Apto para 8 participantes,mayores de 6 años.,No,1,Si,1,1034441027,103,444,1027,13/2/2023,Precio de renta por evento de 5 a 6 horas.,FALSE
Peaches Play HouseLeon,in stock,33,Peaches Play House,-,https://i.imgur.com/rha40lu.png,"$3,180",Niños,Princesas,Grande,11,6.7,5,0,impulsado por 2 motores sopladores,-,https://i.imgur.com/I9cSHZ6.png,https://i.imgur.com/4Nywebi.png,https://i.imgur.com/7Nko4xp.png,https://i.imgur.com/I9cSHZ6.png,https://i.imgur.com/4Nywebi.png,Leon,Apto para 20 participantes,mayores de 3 años.,No,1,Si,2,1037771033,103,777,1033,29/1/2025,Precio de renta por evento de 1 hora extra,TRUE
Candy Play RosaLeon,in stock,34,Candy Play Rosa,-,https://i.imgur.com/rV3O7ip.png,"$1,520",Niños,Princesas,Chico,4.5,4.2,3,0,impulsado por 1 motor soplador,-,https://i.imgur.com/LBE7tBY.png,https://i.imgur.com/wzyjuTo.png,https://i.imgur.com/LKDcQBH.png,https://i.imgur.com/jOoODGk.png,https://i.imgur.com/taxzssy.png,Leon,Apto para 8 participantes,mayores de 4 años.,No,1,Si,1,1037771026,103,777,1026,18/2/2023,Precio de renta por evento de 5 a 6 horas.,FALSE
Unicornio CarameloLeon,in stock,35,Unicornio Caramelo,Disponible a partir de Marzo | ,https://i.imgur.com/2Z8TEOt.png,"$1,720","Infantes, Niños",Personajes,Mediano,8,4.5,3,0,impulsado por 1 motor,-,https://i.imgur.com/2bciqfE.png,https://i.imgur.com/jo1wxbP.png,https://i.imgur.com/5xZH6Au.png,https://i.imgur.com/zGS7sUY.png,https://i.imgur.com/Z1liyGB.png,Leon,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1036661039,103,666,1039,20/1/2026,Precio de renta por evento de 5 a 6 horas.,TRUE
Unicornio Play HouseLeon,in stock,36,Unicornio Play House,Nuestro juego más solicitado. Con un diseño pensado para que tus pequeños jueguen en una misma área. Ahora con Lona con Brillantina.,https://i.imgur.com/5hlCO8n.png,"$2,780","Infantes, Niños, Adolescentes",Personajes,Grande,7.5,5.6,4.3,0,impulsado por 1 motor,-,https://i.imgur.com/yY1J7lb.png.png,https://i.imgur.com/wc8sNjc.png,https://i.imgur.com/0iJ2P3C.png,https://i.imgur.com/wc8sNjc.png,https://i.imgur.com/yM8N8ED.png,Leon,Apto para 20 participantes,mayores de 3 años.,No,1,Si,1,1036661030,103,666,1030,29/10/2020,Precio de renta por evento de 5 a 6 horas.,TRUE
Jurassic Play HouseLeon,in stock,37,Jurassic Play House,"Para una fiesta jurasica, tus peques se divertirán en sus áreas de salto, siempre protegidos para evitar caídas delizándose por su tobogán",https://i.imgur.com/nnzLXqF.png,"$2,780","Infantes, Niños",Personajes,Grande,7.5,5.6,4,0,impulsado por 1 motor,-,https://i.imgur.com/dRhJohW.png,https://i.imgur.com/ctJBePE.png,https://i.imgur.com/IGZyAGf.png,https://i.imgur.com/zaYjLMA.png,https://i.imgur.com/Zei86Dj.png,Leon,Apto para 20 participantes,mayores de 3 años.,No,1,Si,1,1036661029,103,666,1029,4/6/2021,Precio de renta por evento de 5 a 6 horas.,FALSE
Payo JumpLeon,in stock,38,Payo Jump,-,https://i.imgur.com/oMcPnFP.png,"$1,520",Niños,Clásicos,Chico,4,3,2.5,0,impulsado por 1 motor soplador,-,https://i.imgur.com/K0HgMpU.png,https://i.imgur.com/SEi8kYU.png,https://i.imgur.com/br9u1jl.png,https://i.imgur.com/0czqv2F.png,https://i.imgur.com/NgxEYSo.png,Leon,Apto para 8 participantes,mayores de 6 años.,No,1,Si,1,1032221032,103,222,1032,4/2/2023,Precio de renta por evento de 5 a 6 horas.,FALSE
PastelitosLeon,in stock,39,Pastelitos,Disponible a partir de Marzo | ,-,"$1,980","Niños, Adolescentes, Adultos",Clásicos,Grande,5,6,4,0,impulsado por 1 motor,-,-,-,-,-,-,Leon,Apto para 15 participantes,mayores de 3 años.,No,1,No,1,1032221036,103,222,1036,20/1/2026,Precio de renta por evento de 5 a 6 horas.,TRUE
Hora Extra Bungee JumpLeon,available for order,40,Hora Extra Bungee Jump,-,https://i.imgur.com/a2zJv0A.png,"$1,000",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Leon,-,-,Si,0,No,999,1038880004,103,888,0004,13/6/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Spinner VerdeLeon,available for order,41,Hora Extra Spinner Verde,-,https://i.imgur.com/a2zJv0A.png,$900,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Leon,-,-,Si,0,No,999,1038880003,103,888,0003,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Spinner NaranjaLeon,available for order,42,Hora Extra Spinner Naranja,-,https://i.imgur.com/a2zJv0A.png,$900,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Leon,-,-,Si,0,No,999,1038880002,103,888,0002,13/6/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Chile MecánicoLeon,available for order,43,Hora Extra Chile Mecánico,-,https://i.imgur.com/a2zJv0A.png,$900,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Leon,-,-,Si,0,No,999,1038880000,103,888,0000,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Toro JaripeoLeon,available for order,44,Hora Extra Toro Jaripeo,-,https://i.imgur.com/a2zJv0A.png,$900,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Leon,-,-,Si,0,No,999,1038880001,103,888,0001,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Foam PartyLeon,available for order,45,Hora Extra Foam Party,-,https://i.imgur.com/a2zJv0A.png,$950,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Leon,-,-,Si,0,No,999,1038880005,103,888,0005,13/6/2025,Precio de renta por evento de 1 hora extra,FALSE
Bubba JumpLos Ángeles,in stock,,Bubba Jump,"Evita el aburrimiento y la insolación con nuestro brincolín protegido por malla sombra alrededor, para más ventilación y en el techo para mayor protección.",https://i.imgur.com/Chue4D7.png,"$1,880","Infantes, Niños, Adolescentes",Interactivo,Mediano,7.5,5,4,0,impulsado por 1 motor,-,https://i.imgur.com/16eSRmD.png,https://i.imgur.com/tAicbJg.png,https://i.imgur.com/yLMjGD4.png,https://i.imgur.com/A2HY1uU.png,https://i.imgur.com/5vJe4U5.png,Los Ángeles,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1044441001,104,444,1001,29/10/2020,Precio de renta por evento de 5 a 6 horas.,TRUE
Splash MixLos Ángeles,in stock,,Splash Mix,-,-,-,-,Acuático,-,-,-,-,-,-,-,-,-,-,-,-,Los Ángeles,-,-,-,-,Si,1,1041111002,104,111,1002,,,TRUE
Zig ZagLos Ángeles,in stock,,Zig Zag,-,https://i.imgur.com/QuDpQMO.png,"$1,410","Niños, Adolescentes",Interactivo,Mediano,7,4,3.7,0,impulsado por 1 motor,-,https://i.imgur.com/vkLBK1G.png,https://i.imgur.com/I5lbL9g.png,https://i.imgur.com/MpfXCz8.png,https://i.imgur.com/qPS3mar.png,https://i.imgur.com/rfEmsiR.png,Los Ángeles,Apto para 12 participantes,mayores de 5 años.,No,1,Si,1,1044441003,104,444,1003,29/10/2020,Precio de renta por evento de 5 a 6 horas.,TRUE
Pingulessa SportLos Ángeles,in stock,,Pingulessa Sport,,,,,Destreza,Mediano,,,,,,,,,,,,Los Ángeles,,,,,Si,,1043331004,104,333,1004,,,TRUE
Pingulessa PrincessLos Ángeles,in stock,,Pingulessa Princess,,,,,Princesas,Mediano,,,,,,,,,,,,Los Ángeles,,,,,Si,,1047771005,104,777,1005,,,TRUE
Bungee JumpMonterrey,in stock,1,Bungee Jump,La adrenalina hasta el cielo con total seguridad. Arnéses profesionales de uso para escalado para mayor seguridad.,https://i.imgur.com/6Sj7HfB.png,"$4,720","Niños, Adolescentes, Adultos",Mecánicos,Mediano,6,6,6,0,impulsado por 1 motor soplador,manipulado por un operador.,https://i.imgur.com/7NX3O2D.png,https://i.imgur.com/7NX3O2D.png,https://i.imgur.com/7NX3O2D.png,https://i.imgur.com/7NX3O2D.png,https://i.imgur.com/7NX3O2D.png,Monterrey,Con capacidad de 1 (un) participante de hasta 90kg,mayores de 4 años.,Si,1,Si,1,1025551040,102,555,1040,29/10/2020,Precio de renta por evento hasta 4 horas en horarios entre 9am y 9pm.,FALSE
Spinner VerdeMonterrey,in stock,2,Spinner Verde,-,https://i.imgur.com/cNY6BMH.png,"$4,490","Niños, Adolescentes, Adultos",Mecánicos,Grande,0,0,1.2,8,impulsado por 2 motores sopladores y control de uso rudo,manipulado por un operador.,https://i.imgur.com/D8hdHxs.png,https://i.imgur.com/D8hdHxs.png,https://i.imgur.com/D8hdHxs.png,https://i.imgur.com/6hNaXeg.png,https://i.imgur.com/D8hdHxs.png,Monterrey,Con capacidad de hasta 6 participantes,mayores de 5 años.,Si,1,Si,1,1025551041,102,555,1041,29/10/2020,Precio de renta por 4 horas de servicio. Operación entre 9am y 9pm.,FALSE
Spinner NaranjaMonterrey,in stock,3,Spinner Naranja,-,https://i.imgur.com/fri8OiX.png,"$4,490","Niños, Adolescentes, Adultos",Mecánicos,Grande,0,0,1.2,8,impulsado por 2 motores sopladores y control de uso rudo,manipulado por un operador.,https://i.imgur.com/L6xesTM.png,https://i.imgur.com/L6xesTM.png,https://i.imgur.com/L6xesTM.png,https://i.imgur.com/ydwQqqH.png,https://i.imgur.com/L6xesTM.png,Monterrey,Con capacidad de hasta 6 participantes,mayores de 5 años.,Si,1,Si,1,1025551070,102,555,1070,29/10/2020,Precio de renta por 4 horas de servicio. Operación entre 9am y 9pm.,FALSE
Spinner AmarilloMonterrey,in stock,4,Spinner Amarillo,-,https://i.imgur.com/7ldxNbj.png,"$4,490","Niños, Adolescentes, Adultos",Mecánicos,Grande,0,0,1.2,8,impulsado por 2 motores sopladores y control de uso rudo,manipulado por un operador.,https://i.imgur.com/xx3zoAR.png,https://i.imgur.com/xx3zoAR.png,https://i.imgur.com/xx3zoAR.png,https://i.imgur.com/BrlZsen.png,https://i.imgur.com/xx3zoAR.png,Monterrey,Con capacidad de hasta 6 participantes,mayores de 5 años.,Si,1,Si,1,1025551081,102,555,1081,19/7/2022,Precio de renta por 4 horas de servicio. Operación entre 9am y 9pm.,FALSE
Tabla de SurfMonterrey,in stock,5,Tabla de Surf,"Para los más aventureros, si no puedes ir al mar, trae el mar a la fiesta. Ideal para decoraciones de fiestas Hawaiianas o de playa.",https://i.imgur.com/jYrMni9.png,"$3,990","Niños, Adolescentes, Adultos",Mecánicos,Mediano,4,3.9,3.5,0,impulsado por 2 motores y 1 control de uso rudo,Controlado por un operador.,https://i.imgur.com/io74V18.png,https://i.imgur.com/oesTZaq.png,https://i.imgur.com/NTvpaZH.png,https://i.imgur.com/Cy3CGE6.png,https://i.imgur.com/oHSo0MM.png,Monterrey,Con capacidad de 1 (un) participante de hasta 120kg,mayores de 5 años.,Si,2,Si,1,1025551076,102,555,1076,4/6/2021,Precio de renta por 4 horas de servicio. Operación entre 9am y 9pm.,FALSE
Chile MecánicoMonterrey,in stock,6,Chile Mecánico,-,https://i.imgur.com/tRPicXL.png,"$3,990","Niños, Adolescentes, Adultos",Mecánicos,Mediano,4.5,4,2.5,0,impulsado por 1 motores y 1 control de uso rudo,Controlado por un operador.,https://i.imgur.com/eGQA4NQ.png,https://i.imgur.com/eGQA4NQ.png,https://i.imgur.com/eGQA4NQ.png,https://i.imgur.com/eGQA4NQ.png,https://i.imgur.com/eGQA4NQ.png,Monterrey,Con capacidad de 1 participante de 120kg,mayores de 5 años.,Si,1,Si,1,1025551084,102,555,1084,11/11/2022,Precio de renta por 4 horas de servicio. Operación entre 9am y 9pm.,FALSE
Toro JaripeoMonterrey,in stock,7,Toro Jaripeo,El Toro de siempre... La diversión como nunca. El complemento ideal para tu fiesta donde se pueden subir chicos y grandes.,https://i.imgur.com/iXD1T8e.png,"$3,990","Niños, Adolescentes, Adultos",Mecánicos,Mediano,4.5,4.4,2.5,0,impulsado por un motor soplador y control de uso rudo,manipulado por un operador.,https://i.imgur.com/d9XOCZG.png,https://i.imgur.com/GkShmjp.png,https://i.imgur.com/vHH0JH6.png,https://i.imgur.com/0EK8j4e.png,https://i.imgur.com/vHH0JH6.png,Monterrey,Con capacidad de 1 (un) participante de hasta 120kg,mayores de 5 años.,Si,1,Si,2,1025551042,102,555,1042,29/10/2020,Precio de renta por 4 horas de servicio. Operación entre 9am y 9pm.,FALSE
Nano Zone Blaster 10x12Monterrey,in stock,8,Nano Zone Blaster 10x12,-,https://i.imgur.com/gL3AFdi.png,"$11,900","Niños, Adolescentes, Adultos",Destreza,Grande,12,10,0,0,Impulsado por 2 motores,A cargo de 3 miembros de Staff de Carga y asignación de Blasters.,https://i.imgur.com/MVOX4Mt.png,https://i.imgur.com/LG9ZWfZ.png,https://i.imgur.com/El9DlsT.png,https://i.imgur.com/8Az25Ly.png,https://i.imgur.com/MVOX4Mt.png,Monterrey,Apto para 10 participantes a la vez,Mayores de 8 años.,Si,6,Si,1,1023331094,102,333,1094,1/8/2024,Precio de renta por evento de 3 horas.,TRUE
Bunker Zone BlasterMonterrey,in stock,9,Bunker Zone Blaster,-,https://i.imgur.com/9NLKG97.png,"$9,900","Niños, Adolescentes, Adultos",Destreza,Grande,0,0,0,0,Piezas infladas por Motor independiente,A cargo de 3 miembros de Staff de Carga y asignación de Blasters.,https://i.imgur.com/El9DlsT.png,https://i.imgur.com/3dD7PuF.png,https://i.imgur.com/oIYfAtx.png,https://i.imgur.com/El9DlsT.png,https://i.imgur.com/3dD7PuF.png,Monterrey,Apto para 10 participantes a la vez,Mayores de 8 años.,Si,2,Si,1,1023331095,102,333,1095,1/8/2024,Precio de renta por evento de 3 horas.,FALSE
